Date,Close/Last,Volume,Open,High,Low
02/03/2026,$314.85,12687960,$309.73,$316.25,$309.095
02/02/2026,$308.14,9839360,$304.46,$309.30,$301.37
01/30/2026,$305.89,11953180,$305.25,$307.93,$302.555
01/29/2026,$306.42,11579990,$302.40,$306.83,$302.215
01/28/2026,$300.77,9556743,$300.27,$301.92,$298.05
01/27/2026,$300.31,11527450,$301.33,$301.97,$298.15
01/26/2026,$301.04,11752670,$297.81,$301.775,$297.45
01/23/2026,$297.72,11107930,$302.00,$302.37,$296.51
01/22/2026,$303.63,10535820,$304.86,$308.20,$302.90
01/21/2026,$302.04,10270140,$303.425,$305.40,$301.15
01/20/2026,$302.74,12900620,$306.21,$311.15,$301.86
01/16/2026,$312.47,14652510,$310.35,$317.21,$310.00
01/15/2026,$309.26,14751450,$308.47,$312.94,$307.75
01/14/2026,$307.87,25951460,$308.20,$311.76,$306.12
01/13/2026,$310.90,19371170,$324.30,$326.86,$310.572
01/12/2026,$324.49,12805060,$321.884,$326.02,$321.23
01/09/2026,$329.19,6738143,$329.34,$331.90,$328.17
01/08/2026,$329.79,11737070,$326.39,$331.40,$325.65
01/07/2026,$326.99,9815240,$331.14,$332.1499,$324.60
01/06/2026,$334.61,7660787,$332.62,$335.87,$330.65
01/05/2026,$334.04,10752630,$325.50,$337.25,$325.19
01/02/2026,$325.48,8054040,$322.50,$325.73,$320.74
12/31/2025,$322.22,5048531,$324.34,$324.875,$322.04
12/30/2025,$323.42,7904263,$324.81,$324.94,$322.49
12/29/2025,$323.75,8635338,$327.00,$327.77,$323.53
12/26/2025,$327.91,4158293,$329.11,$330.86,$326.54
12/24/2025,$329.17,4289306,$326.24,$329.99,$325.5014
12/23/2025,$325.93,6668305,$323.61,$327.78,$323.09
12/22/2025,$323.09,8354588,$317.51,$323.23,$317.51
12/19/2025,$317.21,24494410,$313.79,$318.56,$313.19
12/18/2025,$313.00,11444910,$316.00,$317.70,$312.22
12/17/2025,$314.98,8718653,$318.43,$319.37,$314.66
12/16/2025,$315.55,8331336,$319.09,$319.52,$314.40
12/15/2025,$320.02,10864120,$319.59,$322.88,$318.39
12/12/2025,$318.52,8982911,$319.68,$320.27,$316.6013
12/11/2025,$317.38,9721859,$309.24,$318.00,$309.24
12/10/2025,$310.11,18874090,$300.50,$311.19,$298.46
